,-2.0000000000000000,0.0000000000000000
0,-1.9664066681744063,0.3573240034626164
1,-1.866934600719396,0.701661420805316
2,-1.7054547891620655,1.0205541039479278
3,-1.4882359638782323,1.3025909511513185
4,-1.2236752736606495,1.5378737047810145
5,-0.9219383581842706,1.7184156457926607
6,-0.5945251483198966,1.8384556711451208
7,-0.253781067318634,1.8946741430043288
8,0.0876242735898035,1.8863014230699804
9,0.4172274005284853,1.8151149389855252
10,0.7232865400892402,1.6853257408696645
11,0.995259442843468,1.5033605547546562
12,1.2242223593714778,1.2775500896501093
13,1.4032119035847952,1.0177385840880273
14,1.5274752175000534,0.7348330893713845
15,1.5946181920797633,0.4403136176895792
16,1.6046462937543335,0.1457269131158028
17,1.5598975682313632,-0.1378128407421718
18,1.4648724044537944,-0.4000936029588982
19,1.3259694054953617,-0.6322241801811233
20,1.151141005572303,-0.8269834787210203
21,0.9494860920287488,-0.9790851784289591
22,0.730799669512359,-1.0853468437369915
23,0.5051014125305787,-1.1447571189257686
24,0.2821657106699548,-1.1584395544770474
25,0.0710754868428775,-1.1295165445271311
26,-0.1201793163745678,-1.0628815862604202
27,-0.2850400626366915,-0.9648923752982682
28,-0.418639287292517,-0.8430009226166001
29,-0.5179707885434439,-0.70533974501364
30,-0.5819631074459997,-0.5602851085115073
31,-0.6114543373284866,-0.4160192036522898
32,-0.6090710493036824,-0.280112964427725
33,-0.5790188009851306,-0.1591500209845955
34,-0.5267959844381387,-0.0584100634540258
35,-0.4588464604157988,0.018373198917377
36,-0.3821693419533841,0.0691681196381912
37,-0.3039062921247592,0.0937082340533099
38,-0.2309276933633942,0.0934600975501047
39,-0.1694389833599856,0.0714983072730825
40,-0.1246273404564738,0.0322948175631564
41,-0.1003667958020209,-0.0185660579677357
42,-0.0989968545717873,-0.0747318539409245
43,-0.1211859715840849,-0.129467308251854
44,-0.1658869309297433,-0.1760607411634523
45,-0.2303865350743132,-0.208230270978314
46,-0.3104472435580581,-0.2205086644945224
47,-0.4005337481004137,-0.2085866570610552
48,-0.4941131575029684,-0.1695966148257305
49,-0.5840137038037433,-0.1023213522914536
50,-0.6628238556783665,-0.0073166192124295
51,-0.7233115856123224,0.1130599472757864
52,-0.7588423906184004,0.2547159545022241
53,-0.7637745710119528,0.4119852177340315
54,-0.7338112358836969,0.577875588638537
55,-0.6662904840045338,0.7443922852814471
56,-0.5603981122311906,0.9029214962529604
57,-0.4172908924080613,1.04465589055606
58,-0.2401227562655462,1.161041402624576
59,-0.0339709299231389,1.244223391941691
60,0.1943360607637797,1.287470065310688
61,0.4364817709703006,1.2855519121464345
62,0.6830053300818748,1.2350578027716
63,0.9237097541552932,1.1346312501207692
64,1.1481164725508113,0.9851140039652792
65,1.345945022017849,0.7895884614934625
66,1.5075954119852657,0.5533151349409678
67,1.6246102819203307,0.2835663901905168
